,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,F1_score,recall,precision,noise level
271,TPC-DI,prospect_vertical_1_ac5_ev,Joinable,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_gncd', 'prospect_phn', 'prospect_ntwrth', 'prospect_ncm', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_g', 'prospect_nmbrcrdtcrds', 'prospect_nmbrchldrn', 'prospect_mrtlstts', 'prospect_nmbrcrs', 'prospect_wnrrntflg']",0.0,0.0,0.0,N5
277,TPC-DI,prospect_vertical_50_ac5_ev,Joinable,0,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]","['AgencyID', 'NumberCars', 'AddressLine2', 'Income', 'Age', 'City', 'Country', 'NumberCreditCards', 'CreditRating', 'NetWorth', 'Phone', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1']","['prospect_gncd', 'prospect_ntwrth', 'prospect_phn', 'prospect_ncm', 'prospect_pstlcd', 'prospect_ddrssln2', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_ct', 'prospect_g', 'prospect_stt', 'prospect_nmbrcrdtcrds', 'prospect_nmbrchldrn', 'prospect_mrtlstts', 'prospect_nmbrcrs', 'prospect_wnrrntflg', 'prospect_cntr']",0.47,0.36,0.67,N5
279,TPC-DI,prospect_vertical_50_ac2_ev,Joinable,0,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'AddressLine1', 'PostalCode', 'Income', 'FirstName', 'Phone', 'CreditRating', 'Employer', 'MaritalStatus', 'Age', 'NumberChildren', 'LastName', 'MiddleInitial', 'Gender', 'AddressLine2', 'City']","['AgeID', 'FiN', 'NeWo', 'Pho', 'Inc', 'PoCo', 'AddLi1', 'Em', 'CreRa', 'Ag', 'St', 'NuCrCar', 'NumC', 'NumChil', 'MarSt', 'OwORF', 'Cou']",0.55,0.55,0.55,N2
292,TPC-DI,prospect_vertical_1_ac2_ev,Joinable,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgeID', 'Pho', 'NWor', 'Inc', 'Empl', 'CreRat', 'Ag', 'NumCrCar', 'NumCh', 'NuCa', 'MaSta', 'OwOReFl']",0.22,1.0,0.12,N2
293,TPC-DI,prospect_vertical_50_ac1_ev,Joinable,0,"[1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1]","[0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'NumberCreditCards', 'MiddleInitial', 'Phone', 'OwnOrRentFlag', 'NumberCars', 'AddressLine2', 'LastName', 'City', 'NetWorth', 'State', 'FirstName', 'Gender', 'AddressLine1', 'PostalCode', 'Country']","['prospect_AgencyID', 'prospect_LastName', 'prospect_Phone', 'prospect_NetWorth', 'prospect_Income', 'prospect_AddressLine2', 'prospect_Employer', 'prospect_CreditRating', 'prospect_City', 'prospect_Age', 'prospect_State', 'prospect_MiddleInitial', 'prospect_NumberCreditCards', 'prospect_MaritalStatus', 'prospect_NumberCars', 'prospect_NumberChildren', 'prospect_OwnOrRentFlag']",0.7,0.73,0.67,N1
307,TPC-DI,prospect_both_50_1_ac1_ev,Joinable,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_AgencyID', 'prospect_Phone', 'prospect_NetWorth', 'prospect_Income', 'prospect_Employer', 'prospect_CreditRating', 'prospect_Age', 'prospect_NumberCreditCards', 'prospect_NumberCars', 'prospect_NumberChildren', 'prospect_MaritalStatus', 'prospect_OwnOrRentFlag']",0.0,0.0,0.0,N1
311,TPC-DI,prospect_both_50_1_ac4_ev,Joinable,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_AgeID', 'prospect_Pho', 'prospect_NWo', 'prospect_Inc', 'prospect_Em', 'prospect_CreRat', 'prospect_A', 'prospect_NumCreCa', 'prospect_NumChi', 'prospect_MarSta', 'prospect_NumC', 'prospect_OwOReF']",0.0,0.0,0.0,N4
320,TPC-DI,prospect_vertical_30_ec_ev,Joinable,0,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]","['AgencyID', 'Employer', 'City', 'NumberCreditCards', 'Gender', 'MiddleInitial', 'LastName', 'FirstName', 'AddressLine1', 'AddressLine2', 'PostalCode', 'State', 'Country', 'Phone']","['AgencyID', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag']",0.75,1.0,0.6,N0
336,TPC-DI,prospect_both_50_70_ec_ev,Joinable,0,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'Phone', 'NetWorth', 'AddressLine1', 'NumberCreditCards', 'MaritalStatus', 'NumberChildren', 'City', 'FirstName', 'PostalCode', 'Gender', 'Income', 'State', 'Age', 'Country', 'LastName', 'MiddleInitial', 'AddressLine2']","['AgencyID', 'FirstName', 'PostalCode', 'NetWorth', 'Phone', 'Income', 'AddressLine1', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'Gender', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",0.91,1.0,0.83,N0
342,TPC-DI,prospect_vertical_70_ac1_ev,Joinable,0,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]","[0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'Employer', 'NumberChildren', 'CreditRating', 'NumberCars', 'AddressLine2', 'PostalCode', 'Gender', 'NumberCreditCards', 'FirstName', 'Income', 'Phone', 'AddressLine1', 'MiddleInitial', 'City', 'LastName', 'State', 'Country']","['prospect_AgencyID', 'prospect_FirstName', 'prospect_NetWorth', 'prospect_Phone', 'prospect_PostalCode', 'prospect_Income', 'prospect_AddressLine1', 'prospect_AddressLine2', 'prospect_Employer', 'prospect_CreditRating', 'prospect_City', 'prospect_Age', 'prospect_MiddleInitial', 'prospect_Gender', 'prospect_NumberCreditCards', 'prospect_NumberCars', 'prospect_NumberChildren', 'prospect_MaritalStatus', 'prospect_OwnOrRentFlag']",0.8,0.8,0.8,N1
353,TPC-DI,prospect_both_50_50_ac3_ev,Joinable,0,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","['AgencyID', 'MaritalStatus', 'Age', 'Income', 'CreditRating', 'AddressLine1', 'Phone', 'Gender', 'NumberChildren', 'City', 'Country', 'LastName', 'FirstName', 'MiddleInitial', 'AddressLine2', 'PostalCode']","['gncd', 'phn', 'ntwrth', 'ncm', 'ddrssln1', 'mplr', 'crdtrtng', 'ct', 'g', 'stt', 'gndr', 'nmbrcrdtcrds', 'nmbrchldrn', 'nmbrcrs', 'mrtlstts', 'wnrrntflg', 'cntr']",0.42,0.36,0.5,N3
368,TPC-DI,prospect_vertical_30_ac1_ev,Joinable,0,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'Country', 'AddressLine1', 'OwnOrRentFlag', 'MaritalStatus', 'Gender', 'LastName', 'FirstName', 'MiddleInitial', 'AddressLine2', 'PostalCode', 'City', 'State', 'Phone']","['prospect_AgencyID', 'prospect_NetWorth', 'prospect_Income', 'prospect_AddressLine1', 'prospect_Employer', 'prospect_CreditRating', 'prospect_Age', 'prospect_Gender', 'prospect_NumberCreditCards', 'prospect_NumberCars', 'prospect_NumberChildren', 'prospect_MaritalStatus', 'prospect_OwnOrRentFlag', 'prospect_Country']",0.67,0.83,0.56,N1
400,TPC-DI,prospect_both_50_1_ec_ev,Joinable,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgencyID', 'Phone', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'Age', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag']",0.33,1.0,0.2,N0
401,TPC-DI,prospect_vertical_1_ec_ev,Joinable,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgencyID', 'Phone', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'Age', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag']",0.33,1.0,0.2,N0
437,TPC-DI,prospect_vertical_30_ac4_ev,Joinable,1,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'Employer', 'CreditRating', 'PostalCode', 'FirstName', 'AddressLine2', 'LastName', 'MiddleInitial', 'Gender', 'AddressLine1', 'City', 'State', 'Country', 'Phone']","['prospect_AgeID', 'prospect_FirN', 'prospect_NWor', 'prospect_PoCo', 'prospect_In', 'prospect_AdLi2', 'prospect_Em', 'prospect_CrRat', 'prospect_Ag', 'prospect_NumCrCar', 'prospect_NuChil', 'prospect_NumC', 'prospect_MarSta', 'prospect_OwOReF']",0.0,0.0,0.0,N4
449,TPC-DI,prospect_both_50_30_ac3_ev,Joinable,1,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'MaritalStatus', 'NumberChildren', 'Age', 'AddressLine2', 'NetWorth', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'PostalCode', 'City', 'State']","['gncd', 'phn', 'ntwrth', 'ncm', 'ddrssln2', 'mplr', 'crdtrtng', 'g', 'nmbrcrdtcrds', 'nmbrcrs', 'mrtlstts', 'nmbrchldrn', 'wnrrntflg', 'cntr']",0.29,0.17,1.0,N3
459,TPC-DI,prospect_both_50_50_ac3_ev,Joinable,1,"[1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","['AgencyID', 'MaritalStatus', 'Age', 'Income', 'CreditRating', 'AddressLine1', 'Phone', 'Gender', 'NumberChildren', 'City', 'Country', 'LastName', 'FirstName', 'MiddleInitial', 'AddressLine2', 'PostalCode']","['gncd', 'phn', 'ncm', 'ntwrth', 'ddrssln1', 'mplr', 'crdtrtng', 'ct', 'g', 'stt', 'gndr', 'nmbrcrdtcrds', 'nmbrcrs', 'nmbrchldrn', 'mrtlstts', 'wnrrntflg', 'cntr']",0.4,0.27,0.75,N3
461,TPC-DI,prospect_both_50_30_ac5_ev,Joinable,1,"[1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'FirstName', 'Phone', 'NumberCars', 'State', 'City', 'LastName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'Country', 'Income']","['prospect_gncd', 'prospect_frstnm', 'prospect_phn', 'prospect_ntwrth', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_ct', 'prospect_g', 'prospect_stt', 'prospect_nmbrcrdtcrds', 'prospect_nmbrcrs', 'prospect_nmbrchldrn', 'prospect_mrtlstts', 'prospect_wnrrntflg']",0.0,0.0,0.0,N5
467,TPC-DI,prospect_vertical_1_ac3_ev,Joinable,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['gncd', 'phn', 'ntwrth', 'ncm', 'mplr', 'crdtrtng', 'g', 'nmbrcrdtcrds', 'nmbrchldrn', 'nmbrcrs', 'mrtlstts', 'wnrrntflg']",0.0,0.0,0.0,N3
470,TPC-DI,prospect_both_50_50_ac5_ev,Joinable,1,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'NetWorth', 'Age', 'AddressLine1', 'CreditRating', 'State', 'Employer', 'MaritalStatus', 'Income', 'PostalCode', 'NumberCars', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine2']","['prospect_gncd', 'prospect_ntwrth', 'prospect_pstlcd', 'prospect_phn', 'prospect_ncm', 'prospect_ddrssln1', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_ct', 'prospect_g', 'prospect_stt', 'prospect_nmbrcrdtcrds', 'prospect_nmbrchldrn', 'prospect_nmbrcrs', 'prospect_mrtlstts', 'prospect_wnrrntflg', 'prospect_cntr']",0.0,0.0,0.0,N5
501,TPC-DI,prospect_vertical_1_ec_ev,Joinable,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgencyID', 'Phone', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'Age', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag']",0.5,1.0,0.33,N0
512,TPC-DI,prospect_vertical_30_ac1_ev,Joinable,1,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'Country', 'AddressLine1', 'OwnOrRentFlag', 'MaritalStatus', 'Gender', 'LastName', 'FirstName', 'MiddleInitial', 'AddressLine2', 'PostalCode', 'City', 'State', 'Phone']","['prospect_AgencyID', 'prospect_NetWorth', 'prospect_Income', 'prospect_AddressLine1', 'prospect_Employer', 'prospect_CreditRating', 'prospect_Age', 'prospect_Gender', 'prospect_NumberCreditCards', 'prospect_NumberChildren', 'prospect_NumberCars', 'prospect_MaritalStatus', 'prospect_OwnOrRentFlag', 'prospect_Country']",0.62,0.67,0.57,N1
526,TPC-DI,prospect_both_50_30_ac4_ev,Joinable,1,"[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'OwnOrRentFlag', 'Employer', 'Country', 'FirstName', 'AddressLine1', 'LastName', 'MiddleInitial', 'Gender', 'AddressLine2', 'PostalCode', 'City', 'State', 'Phone']","['prospect_AgID', 'prospect_FiN', 'prospect_In', 'prospect_NeWor', 'prospect_AdLi1', 'prospect_Em', 'prospect_CrRat', 'prospect_A', 'prospect_NuCreCa', 'prospect_NuCh', 'prospect_NuCa', 'prospect_MarSt', 'prospect_OwORFl', 'prospect_Co']",0.0,0.0,0.0,N4
531,TPC-DI,prospect_vertical_50_ac1_ev,Joinable,1,"[1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]","['AgencyID', 'NumberCreditCards', 'MiddleInitial', 'Phone', 'OwnOrRentFlag', 'NumberCars', 'AddressLine2', 'LastName', 'City', 'NetWorth', 'State', 'FirstName', 'Gender', 'AddressLine1', 'PostalCode', 'Country']","['prospect_AgencyID', 'prospect_LastName', 'prospect_Phone', 'prospect_NetWorth', 'prospect_Income', 'prospect_AddressLine2', 'prospect_Employer', 'prospect_CreditRating', 'prospect_City', 'prospect_Age', 'prospect_State', 'prospect_MiddleInitial', 'prospect_NumberCreditCards', 'prospect_NumberCars', 'prospect_NumberChildren', 'prospect_MaritalStatus', 'prospect_OwnOrRentFlag']",0.53,0.45,0.62,N1
535,TPC-DI,prospect_both_50_70_ec_ev,Joinable,1,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","['AgencyID', 'Phone', 'NetWorth', 'AddressLine1', 'NumberCreditCards', 'MaritalStatus', 'NumberChildren', 'City', 'FirstName', 'PostalCode', 'Gender', 'Income', 'State', 'Age', 'Country', 'LastName', 'MiddleInitial', 'AddressLine2']","['AgencyID', 'FirstName', 'Phone', 'Income', 'NetWorth', 'PostalCode', 'AddressLine1', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'Gender', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",0.94,1.0,0.88,N0
539,TPC-DI,prospect_vertical_70_ec_ev,Joinable,1,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'CreditRating', 'Employer', 'OwnOrRentFlag', 'AddressLine1', 'Phone', 'NetWorth', 'PostalCode', 'Income', 'MaritalStatus', 'Age', 'Country', 'Gender', 'State', 'NumberCreditCards', 'LastName', 'FirstName', 'MiddleInitial']","['AgencyID', 'Phone', 'NetWorth', 'Income', 'PostalCode', 'AddressLine1', 'AddressLine2', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'Gender', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",0.88,1.0,0.79,N0
542,TPC-DI,prospect_both_50_30_ac1_ev,Joinable,1,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'OwnOrRentFlag', 'MaritalStatus', 'CreditRating', 'Country', 'MiddleInitial', 'LastName', 'FirstName', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State']","['prospect_AgencyID', 'prospect_NetWorth', 'prospect_Phone', 'prospect_Income', 'prospect_Employer', 'prospect_CreditRating', 'prospect_Age', 'prospect_MiddleInitial', 'prospect_NumberCreditCards', 'prospect_NumberChildren', 'prospect_MaritalStatus', 'prospect_NumberCars', 'prospect_OwnOrRentFlag', 'prospect_Country']",0.62,0.67,0.57,N1
557,TPC-DI,prospect_vertical_70_ac2_ev,Joinable,1,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'OwnOrRentFlag', 'LastName', 'City', 'CreditRating', 'Income', 'MiddleInitial', 'Employer', 'Phone', 'Age', 'Country', 'AddressLine1', 'NumberChildren', 'PostalCode', 'NumberCreditCards', 'FirstName', 'Gender', 'AddressLine2']","['AgID', 'LaNa', 'Ph', 'NeWor', 'PosC', 'Inc', 'AddLi1', 'Empl', 'CreRa', 'Ci', 'A', 'Sta', 'MiInit', 'NumCreCar', 'NuC', 'NumChi', 'MaSt', 'OwORFl', 'Cou']",0.67,0.6,0.75,N2
587,TPC-DI,prospect_vertical_50_ac4_ev,Joinable,1,"[1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'Country', 'Age', 'Gender', 'Phone', 'Employer', 'State', 'NumberCreditCards', 'MiddleInitial', 'MaritalStatus', 'NumberCars', 'LastName', 'FirstName', 'AddressLine1', 'AddressLine2', 'PostalCode']","['prospect_AgID', 'prospect_Pho', 'prospect_Inc', 'prospect_NWo', 'prospect_Em', 'prospect_CrRa', 'prospect_Ci', 'prospect_Ag', 'prospect_Sta', 'prospect_Ge', 'prospect_MiInit', 'prospect_NumCrCar', 'prospect_NumChi', 'prospect_NuCa', 'prospect_MarSt', 'prospect_OORF', 'prospect_Coun']",0.0,0.0,0.0,N4
590,TPC-DI,prospect_both_50_50_ac1_ev,Joinable,1,"[1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'Country', 'Gender', 'FirstName', 'MiddleInitial', 'Income', 'Age', 'LastName', 'State', 'NumberCreditCards', 'NetWorth', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'Phone']","['prospect_AgencyID', 'prospect_LastName', 'prospect_FirstName', 'prospect_NetWorth', 'prospect_Income', 'prospect_Employer', 'prospect_CreditRating', 'prospect_Age', 'prospect_State', 'prospect_MiddleInitial', 'prospect_Gender', 'prospect_NumberCreditCards', 'prospect_NumberChildren', 'prospect_MaritalStatus', 'prospect_NumberCars', 'prospect_OwnOrRentFlag', 'prospect_Country']",0.7,0.73,0.67,N1
595,TPC-DI,prospect_both_50_30_ec_ev,Joinable,1,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0]","['AgencyID', 'Phone', 'CreditRating', 'FirstName', 'Age', 'OwnOrRentFlag', 'LastName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State']","['AgencyID', 'FirstName', 'Phone', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'Age', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",0.86,1.0,0.75,N0
612,TPC-DI,prospect_vertical_1_ac1_ev,Joinable,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_AgencyID', 'prospect_NetWorth', 'prospect_Phone', 'prospect_Income', 'prospect_Employer', 'prospect_CreditRating', 'prospect_Age', 'prospect_NumberCreditCards', 'prospect_NumberCars', 'prospect_NumberChildren', 'prospect_MaritalStatus', 'prospect_OwnOrRentFlag']",0.0,0.0,0.0,N1
625,TPC-DI,prospect_both_50_1_ac5_ev,Joinable,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_gncd', 'prospect_phn', 'prospect_ntwrth', 'prospect_ncm', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_g', 'prospect_nmbrcrdtcrds', 'prospect_nmbrcrs', 'prospect_nmbrchldrn', 'prospect_mrtlstts', 'prospect_wnrrntflg']",0.0,0.0,0.0,N5
626,TPC-DI,prospect_vertical_50_ac3_ev,Joinable,1,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'Country', 'NetWorth', 'AddressLine2', 'Phone', 'Employer', 'Income', 'NumberCreditCards', 'MiddleInitial', 'OwnOrRentFlag', 'FirstName', 'LastName', 'Gender', 'AddressLine1', 'PostalCode', 'City']","['gncd', 'frstnm', 'phn', 'ntwrth', 'ncm', 'ddrssln2', 'mplr', 'crdtrtng', 'g', 'stt', 'mddlntl', 'nmbrcrdtcrds', 'nmbrchldrn', 'nmbrcrs', 'mrtlstts', 'wnrrntflg', 'cntr']",0.17,0.09,1.0,N3
627,TPC-DI,prospect_vertical_50_ac5_ev,Joinable,1,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'NumberCars', 'AddressLine2', 'Income', 'Age', 'City', 'Country', 'NumberCreditCards', 'CreditRating', 'NetWorth', 'Phone', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1']","['prospect_gncd', 'prospect_phn', 'prospect_ntwrth', 'prospect_pstlcd', 'prospect_ncm', 'prospect_ddrssln2', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_ct', 'prospect_g', 'prospect_stt', 'prospect_nmbrcrdtcrds', 'prospect_nmbrcrs', 'prospect_mrtlstts', 'prospect_nmbrchldrn', 'prospect_cntr', 'prospect_wnrrntflg']",0.0,0.0,0.0,N5
